transaction_date,symboling,normalized-losses,make,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,horsepower_scaled,make_freq,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,aspiration_std,aspiration_turbo,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,engine-location_front,engine-location_rear,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
2025-06-18,2,134,toyota,two,98.4,0.8467083133109082,0.9111111111111108,53.0,2975,four,146,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,9.791666666666666,medium,0,1,0.3177570093457944,34,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-19,-1,65,toyota,four,102.4,0.8438250840941854,0.9236111111111112,54.9,2326,four,122,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,8.103448275862071,low,0,1,0.205607476635514,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-20,-1,65,toyota,four,102.4,0.8438250840941854,0.9236111111111112,54.9,2480,four,110,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,7.833333333333332,low,1,0,0.11682242990654206,34,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-06-21,-1,65,toyota,four,102.4,0.8438250840941854,0.9236111111111112,53.9,2414,four,122,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,8.703703703703704,low,0,1,0.205607476635514,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-22,-1,65,toyota,four,102.4,0.8438250840941854,0.9236111111111112,54.9,2414,four,122,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,8.703703703703704,low,0,1,0.205607476635514,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-23,-1,65,toyota,four,102.4,0.8438250840941854,0.9236111111111112,53.9,2458,four,122,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,8.703703703703704,low,0,1,0.205607476635514,34,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-24,3,197,toyota,two,102.9,0.8817876021143681,0.9402777777777778,52.0,2976,six,171,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,11.75,high,0,1,0.5280373831775701,34,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-25,3,197,toyota,two,102.9,0.8817876021143681,0.9402777777777778,52.0,3016,six,171,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,12.36842105263158,high,0,1,0.5280373831775701,34,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-26,-1,90,toyota,four,104.5,0.9024507448342144,0.9236111111111112,54.1,3131,six,171,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,11.75,high,0,1,0.5046728971962616,34,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-27,-1,122,toyota,four,104.5,0.9024507448342144,0.9236111111111112,54.1,3151,six,161,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,12.36842105263158,high,0,1,0.5046728971962616,34,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-28,2,122,volkswagen,two,97.3,0.8250840941854877,0.9097222222222222,55.7,2261,four,97,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,6.351351351351353,low,1,0,0.018691588785046728,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-06-29,2,122,volkswagen,two,97.3,0.8250840941854877,0.9097222222222222,55.7,2209,four,109,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,8.703703703703704,low,0,1,0.17289719626168223,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-30,2,94,volkswagen,four,97.3,0.8250840941854877,0.9097222222222222,55.7,2264,four,97,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,6.351351351351353,low,1,0,0.018691588785046728,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-07-01,2,94,volkswagen,four,97.3,0.8250840941854877,0.9097222222222222,55.7,2212,four,109,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,8.703703703703704,low,0,1,0.17289719626168223,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-02-07,2,94,volkswagen,four,97.3,0.8250840941854877,0.9097222222222222,55.7,2275,four,109,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,8.703703703703704,low,0,1,0.17289719626168223,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-03,2,94,volkswagen,four,97.3,0.8250840941854877,0.9097222222222222,55.7,2319,four,97,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,6.351351351351353,low,1,0,0.09345794392523364,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-04-07,2,94,volkswagen,four,97.3,0.8250840941854877,0.9097222222222222,55.7,2300,four,109,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,9.038461538461537,low,0,1,0.24299065420560748,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-05,3,122,volkswagen,two,94.5,0.7654973570398848,0.8916666666666667,55.6,2254,four,109,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,9.791666666666666,low,0,1,0.19626168224299065,12,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-06-07,3,256,volkswagen,two,94.5,0.7962518020182604,0.8888888888888888,51.4,2221,four,109,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,9.791666666666666,low,0,1,0.19626168224299065,12,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-07,0,122,volkswagen,four,100.4,0.8659298414223928,0.9291666666666668,55.1,2661,five,136,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,12.36842105263158,medium,0,1,0.2897196261682243,12,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-08-07,0,122,volkswagen,four,100.4,0.8659298414223928,0.9291666666666668,55.1,2579,four,97,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,7.121212121212121,low,1,0,0.09345794392523364,12,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-07-09,0,122,volkswagen,four,100.4,0.8798654493032196,0.9291666666666668,55.1,2563,four,109,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,9.4,low,0,1,0.18691588785046728,12,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-10-07,-2,103,volvo,four,104.3,0.9072561268620856,0.9333333333333332,56.2,2912,four,141,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,10.217391304347826,medium,0,1,0.308411214953271,11,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-11,-1,74,volvo,four,104.3,0.9072561268620856,0.9333333333333332,57.5,3034,four,141,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,10.217391304347826,medium,0,1,0.308411214953271,11,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-12-07,-2,103,volvo,four,104.3,0.9072561268620856,0.9333333333333332,56.2,2935,four,141,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,9.791666666666666,medium,0,1,0.308411214953271,11,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-13,-1,74,volvo,four,104.3,0.9072561268620856,0.9333333333333332,57.5,3042,four,141,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,9.791666666666666,medium,0,1,0.308411214953271,11,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-14,-2,103,volvo,four,104.3,0.9072561268620856,0.9333333333333332,56.2,3045,four,130,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,13.823529411764708,high,0,1,0.5327102803738317,11,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-15,-1,74,volvo,four,104.3,0.9072561268620856,0.9333333333333332,57.5,3157,four,130,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,13.823529411764708,high,0,1,0.5327102803738317,11,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-16,-1,95,volvo,four,109.1,0.9072561268620856,0.9569444444444444,55.5,2952,four,141,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,10.217391304347826,medium,0,1,0.308411214953271,11,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-17,-1,95,volvo,four,109.1,0.9072561268620856,0.9555555555555556,55.5,3049,four,141,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,12.36842105263158,high,0,1,0.5233644859813084,11,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2025-07-18,-1,95,volvo,four,109.1,0.9072561268620856,0.9569444444444444,55.5,3012,six,173,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,13.055555555555555,medium,0,1,0.40186915887850466,11,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2025-07-19,-1,95,volvo,four,109.1,0.9072561268620856,0.9569444444444444,55.5,3217,six,145,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,9.038461538461537,medium,1,0,0.27102803738317754,11,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2025-07-20,-1,95,volvo,four,109.1,0.9072561268620856,0.9569444444444444,55.5,3062,four,141,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,12.36842105263158,medium,0,1,0.308411214953271,11,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
